,Time,Area,Industry,Export,Import,Industry trade dependency,Import-Export imbalance,Export Growth,Import Growth
0,2015,MK01,A,126764437.56835338,250905438.92875245,0.45786232584165143,0.32870241733814953,0.0,0.0
1,2015,MK01,B,7414042.611919787,14674648.911506796,0.02677888893209721,0.3287024173381495,0.0,0.0
2,2015,MK01,C,1521114409.2122095,3010748801.677478,5.494135379235277,0.32870241733814953,0.0,0.0
3,2015,MK01,D,151615210.02682525,300092688.05806226,0.5476211942992365,0.32870241733814953,0.0,0.0
4,2015,MK01,F,1209391183.7327356,2393753576.4114,4.3682177025214655,0.3287024173381495,0.0,0.0
5,2015,MK01,G,2257105242.465326,4467498869.813406,8.152471432907275,0.3287024173381495,0.0,0.0
6,2015,MK01,H,1082391379.7322576,2142382275.6124408,3.909505253221652,0.3287024173381496,0.0,0.0
7,2015,MK01,I,594967112.671891,1177621164.2371616,2.148970414990044,0.3287024173381495,0.0,0.0
8,2015,MK01,J,1176106447.4564714,2327872943.599688,4.247996076813082,0.3287024173381495,0.0,0.0
9,2015,MK01,K,502644629.6710804,994886845.6486368,1.8155094885260719,0.3287024173381495,0.0,0.0
10,2015,MK01,L,212928165.59524128,421449705.2468724,0.7690783551503897,0.3287024173381495,0.0,0.0
11,2015,MK01,M,1435696008.2203822,2841679764.615012,5.185611407544052,0.3287024173381496,0.0,0.0
12,2015,MK01,N,1337136314.768274,2646600106.4660125,4.82962220943879,0.3287024173381495,0.0,0.0
13,2015,MK01,O,1042241789.1856974,2062914004.919704,3.7644883599835484,0.3287024173381494,0.0,0.0
14,2015,MK01,P,1006485705.3721266,1992141822.4708235,3.6353404379644663,0.32870241733814953,0.0,0.0
15,2015,MK01,Q,2232764430.609791,4419320988.069544,8.064554498609041,0.3287024173381494,0.0,0.0
16,2015,MK01,R,968454412.7146862,1916866308.609946,3.497974655849819,0.32870241733814953,0.0,0.0
17,2015,MK01,T,46798692.25407569,92628868.526072,0.1690328809311744,0.3287024173381495,0.0,0.0
18,2015,MK02,A,207124208.3923437,152925147.1904737,2.200680052299948,-0.1505323099777172,0.0,0.0
19,2015,MK02,B,7527787.382591026,5557959.653468864,0.07998220806446144,-0.15053230997771724,0.0,0.0
20,2015,MK02,C,713841147.9672794,527047337.78259856,7.584511665902189,-0.15053230997771733,0.0,0.0
21,2015,MK02,D,27051610.21404787,19972901.79565273,0.28742144360006755,-0.15053230997771735,0.0,0.0
22,2015,MK02,F,374540438.89523065,276532869.7760999,3.979465650365134,-0.15053230997771727,0.0,0.0
23,2015,MK02,G,532029674.9257534,392811236.2105143,5.652777634871629,-0.15053230997771727,0.0,0.0
24,2015,MK02,H,275512615.98798794,203418073.0481572,2.927302041938198,-0.15053230997771735,0.0,0.0
25,2015,MK02,I,165589311.34278446,122258861.032299,1.7593747113127,-0.15053230997771733,0.0,0.0
26,2015,MK02,J,115668195.0161282,85400812.8040318,1.228966384148377,-0.15053230997771733,0.0,0.0
27,2015,MK02,K,73252854.99784483,54084472.88521747,0.7783063989430633,-0.1505323099777173,0.0,0.0
28,2015,MK02,L,42217240.35032043,31170077.822670408,0.44855519025624857,-0.1505323099777173,0.0,0.0
29,2015,MK02,M,251520545.09025627,185704108.0707272,2.6723879869959086,-0.15053230997771724,0.0,0.0
30,2015,MK02,N,292945386.768725,216289137.50882196,3.1125239974558983,-0.15053230997771713,0.0,0.0
31,2015,MK02,O,246061798.6841669,181673774.7547615,2.614389192843902,-0.1505323099777173,0.0,0.0
32,2015,MK02,P,311632788.77989393,230086528.5783981,3.311076320984342,-0.15053230997771727,0.0,0.0
33,2015,MK02,Q,789559243.2775518,582951961.197607,8.389011068655837,-0.1505323099777173,0.0,0.0
34,2015,MK02,R,198165701.18557605,146310850.17596543,2.1054965473811302,-0.1505323099777173,0.0,0.0
35,2015,MK02,T,22671406.444645487,16738884.336470556,0.24088208861519086,-0.15053230997771724,0.0,0.0
36,2015,MK04,A,164819247.25685295,59419603.17772447,2.756644108097538,-0.47003293084522496,0.0,0.0
37,2015,MK04,B,10566602.43048728,3809405.356510796,0.17672913095652287,-0.4700329308452251,0.0,0.0
38,2015,MK04,C,649138317.536477,234023282.33767256,10.85700455595835,-0.47003293084522496,0.0,0.0
39,2015,MK04,D,66197624.57230503,23865153.183623705,1.107172219169992,-0.470032930845225,0.0,0.0
40,2015,MK04,F,269168560.97848743,97038964.4865694,4.501913096048247,-0.47003293084522496,0.0,0.0
41,2015,MK04,G,328980139.2220867,118601860.2273174,5.5022770553878155,-0.47003293084522507,0.0,0.0
42,2015,MK04,H,204847248.98729697,73850247.7681205,3.426122685178946,-0.47003293084522507,0.0,0.0
43,2015,MK04,I,90853030.243442,32753765.682148896,1.5195401914018782,-0.47003293084522496,0.0,0.0
44,2015,MK04,J,48981633.69646439,17658551.932984624,0.819230364060143,-0.470032930845225,0.0,0.0
45,2015,MK04,K,33641955.40173832,12128387.147520354,0.5626703172509856,-0.47003293084522507,0.0,0.0
46,2015,MK04,L,23042435.206670076,8307114.48460298,0.3853906282540996,-0.47003293084522507,0.0,0.0
47,2015,MK04,M,113632123.33346444,40965941.71549928,1.9005263553330745,-0.470032930845225,0.0,0.0
48,2015,MK04,N,152376332.2452511,54933761.35603885,2.548533168840324,-0.470032930845225,0.0,0.0
49,2015,MK04,O,321343217.83930475,115848645.14099188,5.374547590023602,-0.47003293084522507,0.0,0.0
50,2015,MK04,P,176801313.5643214,63739302.709718026,2.95704723478967,-0.470032930845225,0.0,0.0
51,2015,MK04,Q,538534628.5444607,194149132.81157824,9.007129540338672,-0.470032930845225,0.0,0.0
52,2015,MK04,R,136082038.7776773,49059444.6847839,2.27600693886064,-0.47003293084522496,0.0,0.0
53,2015,MK04,T,19059385.692374248,6871170.409407323,0.31877310537017667,-0.47003293084522507,0.0,0.0
54,2015,MK05,A,59728283.76329806,33455252.81388766,1.6829606393252667,-0.2819492789656887,0.0,0.0
55,2015,MK05,B,1729249.674675682,968594.4647911888,0.048724975081796955,-0.2819492789656887,0.0,0.0
56,2015,MK05,C,215014904.54917428,120435035.75213641,6.058463401670632,-0.2819492789656887,0.0,0.0
57,2015,MK05,D,18624018.996257093,10431762.385801105,0.5247679816309531,-0.2819492789656886,0.0,0.0
58,2015,MK05,F,96907151.7688252,54280033.80689821,2.7305476035839003,-0.2819492789656888,0.0,0.0
59,2015,MK05,G,163517849.23733246,91590292.5906548,4.607433643734718,-0.2819492789656887,0.0,0.0
60,2015,MK05,H,60817711.05834373,34065467.32670611,1.7136573736267986,-0.28194927896568867,0.0,0.0
61,2015,MK05,I,37386377.96648824,20941012.3287855,1.0534339612684498,-0.2819492789656887,0.0,0.0
62,2015,MK05,J,24987657.799063604,13996190.01623268,0.7040758899319659,-0.28194927896568867,0.0,0.0
63,2015,MK05,K,13782119.907165186,7719697.884385775,0.3883380514019217,-0.2819492789656888,0.0,0.0
64,2015,MK05,L,10773225.473229498,6034343.515649106,0.30355659475959496,-0.28194927896568867,0.0,0.0
65,2015,MK05,M,54782629.6937256,30685072.64458486,1.5436072105913272,-0.28194927896568867,0.0,0.0
66,2015,MK05,N,61682335.895681575,34549764.5591017,1.738019861167697,-0.2819492789656888,0.0,0.0
67,2015,MK05,O,127878013.44226667,71627560.6713084,3.603211907298884,-0.2819492789656888,0.0,0.0
68,2015,MK05,P,75343408.32561946,42201660.8309521,2.122947164313893,-0.2819492789656886,0.0,0.0
69,2015,MK05,Q,201163614.65502203,112676594.08915898,5.668176351265438,-0.2819492789656886,0.0,0.0
70,2015,MK05,R,58846366.42921346,32961269.636844154,1.65811090203355,-0.2819492789656887,0.0,0.0
71,2015,MK05,T,6000496.371124615,3361022.7928254246,0.16907566353383535,-0.2819492789656887,0.0,0.0
72,2015,MK06,A,128096066.3958588,97249573.11812496,1.2777341166701988,-0.1368852459016393,0.0,0.0
73,2015,MK06,B,4917423.071392624,3733270.723991661,0.049050368221319855,-0.13688524590163928,0.0,0.0
74,2015,MK06,C,718897337.1557984,545781467.934431,7.1708654286750075,-0.13688524590163934,0.0,0.0
75,2015,MK06,D,30832055.68337048,23407465.48997052,0.30754394371466326,-0.1368852459016394,0.0,0.0
76,2015,MK06,F,316566121.7556978,240334625.9616076,3.157687392985424,-0.13688524590163936,0.0,0.0
77,2015,MK06,G,464818013.5164282,352886350.56438273,4.636472068372667,-0.13688524590163936,0.0,0.0
78,2015,MK06,H,197781373.57106903,150154135.81134516,1.9728319203236553,-0.13688524590163922,0.0,0.0
79,2015,MK06,I,131255931.4113164,99648518.94456825,1.309253174576674,-0.13688524590163936,0.0,0.0
80,2015,MK06,J,186525523.04263425,141608778.48874828,1.8605569329881628,-0.13688524590163934,0.0,0.0
81,2015,MK06,K,49417297.253576815,37517241.53425839,0.4929282251290812,-0.13688524590163936,0.0,0.0
82,2015,MK06,L,37357457.401682355,28361501.545761734,0.3726335958410534,-0.13688524590163928,0.0,0.0
83,2015,MK06,M,247329552.80753464,187770741.96563372,2.467065668561288,-0.13688524590163936,0.0,0.0
84,2015,MK06,N,256341712.20073333,194612705.8019987,2.5569602597501717,-0.13688524590163934,0.0,0.0
85,2015,MK06,O,201894807.3190021,153277023.86943704,2.01386264659244,-0.13688524590163942,0.0,0.0
86,2015,MK06,P,284817892.1921058,216231608.13142568,2.8410047875108946,-0.1368852459016394,0.0,0.0
87,2015,MK06,Q,699134157.7395931,530777410.3098713,6.97373143928362,-0.1368852459016394,0.0,0.0
88,2015,MK06,R,186226364.2246028,141381659.35725072,1.857572880168615,-0.1368852459016393,0.0,0.0
89,2015,MK06,T,18809610.68372996,14280115.392911064,0.18762232102907897,-0.13688524590163947,0.0,0.0
90,2015,MK07,A,70952952.46670774,46200950.191934034,1.8170974654816234,-0.211277658815132,0.0,0.0
91,2015,MK07,B,522747.7370740724,340386.7115302592,0.013387513205588612,-0.21127765881513216,0.0,0.0
92,2015,MK07,C,324927929.9559263,211576524.80925077,8.321369265981446,-0.21127765881513205,0.0,0.0
93,2015,MK07,D,21452762.90223212,13968946.969337946,0.5494029457831942,-0.21127765881513208,0.0,0.0
94,2015,MK07,F,144720700.44073743,94234751.90749256,3.706281540531802,-0.21127765881513197,0.0,0.0
95,2015,MK07,G,204334048.1493768,133051928.8185394,5.232972950322964,-0.2112776588151321,0.0,0.0
96,2015,MK07,H,94476600.63504098,61518352.21079569,2.419535559733111,-0.21127765881513205,0.0,0.0
97,2015,MK07,I,56034536.27790153,36486837.11672433,1.4350384347682872,-0.2112776588151321,0.0,0.0
98,2015,MK07,J,32913001.7534714,21431271.029809013,0.8428984275980217,-0.21127765881513208,0.0,0.0
99,2015,MK07,K,18698284.44149567,12175370.835505428,0.47886104927682355,-0.21127765881513208,0.0,0.0
100,2015,MK07,L,16969195.772712193,11049476.328136107,0.4345792748275688,-0.21127765881513205,0.0,0.0
101,2015,MK07,M,76321169.61281456,49696459.88341785,1.9545769280159375,-0.211277658815132,0.0,0.0
102,2015,MK07,N,96225794.9860196,62657338.51476233,2.4643322385364264,-0.21127765881513197,0.0,0.0
103,2015,MK07,O,58266267.00156392,37940026.53902659,1.4921928180690693,-0.21127765881513214,0.0,0.0
104,2015,MK07,P,92747511.96625754,60392457.70342638,2.3752537852838573,-0.21127765881513208,0.0,0.0
105,2015,MK07,Q,305887848.91711295,199178593.4315909,7.833754842685583,-0.21127765881513208,0.0,0.0
106,2015,MK07,R,74632292.30842142,48596748.96924317,1.9113249622748054,-0.2112776588151321,0.0,0.0
107,2015,MK07,T,6896248.992938724,4490486.232879959,0.17661219344295748,-0.21127765881513205,0.0,0.0
108,2015,MK08,A,180931297.92160612,34090706.15476339,3.5604637489484383,-0.6829096045197739,0.0,0.0
109,2015,MK08,B,11630353.701315807,2191367.524922701,0.22886837831078344,-0.6829096045197741,0.0,0.0
110,2015,MK08,C,620704047.2526101,116951790.69090304,12.214549303824938,-0.6829096045197739,0.0,0.0
111,2015,MK08,D,78306642.81851836,14754377.93768978,1.5409603880584,-0.682909604519774,0.0,0.0
112,2015,MK08,F,348051550.82289976,65579163.37368107,6.849146298652821,-0.682909604519774,0.0,0.0
113,2015,MK08,G,487021061.24259937,91763515.10613813,9.583863341764056,-0.682909604519774,0.0,0.0
114,2015,MK08,H,381951388.6000305,71966501.67075689,7.516245605888229,-0.6829096045197741,0.0,0.0
115,2015,MK08,I,127933890.71447387,24105042.77414972,2.5175521614186183,-0.682909604519774,0.0,0.0
116,2015,MK08,J,56499729.62855122,10645563.828459714,1.111832178725681,-0.6829096045197739,0.0,0.0
117,2015,MK08,K,38459465.0804875,7246453.974460295,0.7568261146413408,-0.682909604519774,0.0,0.0
118,2015,MK08,L,31388738.68252845,5914202.126922063,0.6176845437364894,-0.682909604519774,0.0,0.0
119,2015,MK08,M,196790871.15067315,37078934.5978398,3.8725569920995064,-0.682909604519774,0.0,0.0
120,2015,MK08,N,237497109.1052785,44748720.935069256,4.67359631618725,-0.682909604519774,0.0,0.0
121,2015,MK08,O,688371559.6966293,129701565.3813624,13.546147141269497,-0.6829096045197739,0.0,0.0
122,2015,MK08,P,245228651.0544486,46205482.301069,4.825741772223394,-0.682909604519774,0.0,0.0
123,2015,MK08,Q,796414902.3196483,150058871.64982042,15.672282360236148,-0.682909604519774,0.0,0.0
124,2015,MK08,R,229963811.82147163,43329312.42460796,4.52535202569049,-0.682909604519774,0.0,0.0
125,2015,MK08,T,8854928.386229081,1668427.5473843296,0.17425206075934652,-0.6829096045197741,0.0,0.0
126,2015,MK09,A,64876730.0134794,19153114.49888937,1.740791355220199,-0.5441354292623942,0.0,0.0
127,2015,MK09,B,4485125.206462514,1324112.923129497,0.12034618860827233,-0.5441354292623942,0.0,0.0
128,2015,MK09,C,199745657.16780892,58969547.965750955,5.359633772667869,-0.5441354292623941,0.0,0.0
129,2015,MK09,D,12000740.417291593,3542896.740265411,0.3220073695194314,-0.5441354292623943,0.0,0.0
130,2015,MK09,F,105242856.87164202,31070130.807054847,2.82390705269465,-0.5441354292623942,0.0,0.0
131,2015,MK09,G,147669716.93277392,43595523.32314468,3.962316944935064,-0.5441354292623943,0.0,0.0
132,2015,MK09,H,78598788.7532512,23204184.30695043,2.10898564036767,-0.5441354292623941,0.0,0.0
133,2015,MK09,I,47372619.748258114,13985495.415108308,1.271115959678725,-0.5441354292623942,0.0,0.0
134,2015,MK09,J,26062214.03755244,7694169.688455185,0.6993089338048256,-0.544135429262394,0.0,0.0
135,2015,MK09,K,12800789.778444365,3779089.8562831054,0.3434745274873935,-0.5441354292623941,0.0,0.0
136,2015,MK09,L,14061473.620260853,4151272.9481897745,0.3773015642853944,-0.5441354292623941,0.0,0.0
137,2015,MK09,M,52633550.39583847,15538644.087103449,1.4122787863165365,-0.5441354292623941,0.0,0.0
138,2015,MK09,N,72440833.06437834,21386213.05032939,1.943753576008204,-0.5441354292623942,0.0,0.0
139,2015,MK09,O,93460311.7346648,27591650.3711579,2.507754362621026,-0.5441354292623941,0.0,0.0
140,2015,MK09,P,86768989.80502345,25616217.03719173,2.3282108596162523,-0.5441354292623941,0.0,0.0
141,2015,MK09,Q,198072826.68539855,58475689.632259406,5.314747896916675,-0.5441354292623942,0.0,0.0
142,2015,MK09,R,55664040.40020503,16433314.981109863,1.4935937786194229,-0.5441354292623942,0.0,0.0
143,2015,MK09,T,5042735.367265962,1488732.3676266775,0.1353081471920035,-0.5441354292623943,0.0,0.0
144,2015,MK10,A,32259457.96746425,20506012.04133386,1.2470997190334463,-0.22274881516587686,0.0,0.0
145,2015,MK10,B,647592.5957872584,411648.0066244588,0.025034907439206194,-0.22274881516587675,0.0,0.0
146,2015,MK10,C,53910414.54620732,34268635.60301551,2.0840915213565974,-0.22274881516587672,0.0,0.0
147,2015,MK10,D,3084410.095399107,1960632.7738195872,0.11923842512281711,-0.2227488151658768,0.0,0.0
148,2015,MK10,F,30203184.57053151,19198923.525454137,1.167607435618235,-0.22274881516587677,0.0,0.0
149,2015,MK10,G,42240395.39738127,26850483.8960098,1.632947003792346,-0.22274881516587677,0.0,0.0
150,2015,MK10,H,19454482.722928565,12366415.374264669,0.7520795904932663,-0.2227488151658768,0.0,0.0
151,2015,MK10,I,13826435.730674352,8788897.131126331,0.5345081784185157,-0.22274881516587683,0.0,0.0
152,2015,MK10,J,6195525.040109028,3938240.72317008,0.23950921756271487,-0.22274881516587675,0.0,0.0
153,2015,MK10,K,3872203.150068142,2461400.4519813,0.1496932609766968,-0.2227488151658767,0.0,0.0
154,2015,MK10,L,3484982.835061328,2215260.40678317,0.13472393487902712,-0.22274881516587672,0.0,0.0
155,2015,MK10,M,15054858.798971828,9569755.205547985,0.5819970750042264,-0.22274881516587672,0.0,0.0
156,2015,MK10,N,12898442.217123536,8199009.781427363,0.4986334141499624,-0.22274881516587686,0.0,0.0
157,2015,MK10,O,24902271.98233477,15829351.182569392,0.9626825231777223,-0.2227488151658767,0.0,0.0
158,2015,MK10,P,26083961.56433833,16580502.699811962,1.008364776958542,-0.22274881516587677,0.0,0.0
159,2015,MK10,Q,76409250.09056878,48570220.98780341,2.95386098599706,-0.22274881516587683,0.0,0.0
160,2015,MK10,R,18953766.798350785,12048130.833060188,0.7327227032980037,-0.22274881516587683,0.0,0.0
161,2015,MK10,T,3511687.684372144,2232235.5823140754,0.13575630219610782,-0.22274881516587686,0.0,0.0
162,2015,MK11,A,90858131.7210771,40906172.07882855,1.6431887544737789,-0.37910085054678,0.0,0.0
163,2015,MK11,B,3431082.785378017,1544742.998527019,0.06205186637459609,-0.3791008505467801,0.0,0.0
164,2015,MK11,C,145023346.26604155,65292449.28805923,2.6227782500752848,-0.37910085054678005,0.0,0.0
165,2015,MK11,D,9965437.89893233,4486642.084893763,0.1802270768586995,-0.37910085054678005,0.0,0.0
166,2015,MK11,F,94759076.1617776,42662456.31600736,1.7137381694283356,-0.37910085054678005,0.0,0.0
167,2015,MK11,G,125212667.63581751,56373280.31885704,2.2644978878550845,-0.3791008505467802,0.0,0.0
168,2015,MK11,H,61846906.25872477,27844730.48300296,1.1185145340134202,-0.37910085054678,0.0,0.0
169,2015,MK11,I,32114497.79052864,14458597.683665317,0.5807975645698661,-0.37910085054678005,0.0,0.0
170,2015,MK11,J,20313321.331266668,9145468.898922702,0.3673707630266692,-0.3791008505467801,0.0,0.0
171,2015,MK11,K,15866026.128563317,7143206.477265069,0.2869404776302979,-0.3791008505467801,0.0,0.0
172,2015,MK11,L,9440941.167409576,4250503.027794091,0.17074144123455742,-0.3791008505467801,0.0,0.0
173,2015,MK11,M,48319261.391533725,21754310.635307256,0.873864181874089,-0.37910085054678,0.0,0.0
174,2015,MK11,N,59213495.58587093,26659115.63381502,1.0708887384838732,-0.37910085054678005,0.0,0.0
175,2015,MK11,O,54777127.39840764,24661772.77584697,0.9906560704963383,-0.37910085054677994,0.0,0.0
176,2015,MK11,P,78160940.01213044,35189639.07154066,1.4135573254060059,-0.37910085054678017,0.0,0.0
177,2015,MK11,Q,223075016.12577137,100432892.72270413,4.034359401392928,-0.37910085054678,0.0,0.0
178,2015,MK11,R,49499379.03745993,22285623.51378152,0.8952068620284088,-0.37910085054678005,0.0,0.0
179,2015,MK11,T,13112418.288068855,5903476.4274917925,0.23714089060355198,-0.3791008505467801,0.0,0.0
180,2015,MK12,A,62084683.18246783,22207837.06526917,1.6931992877654747,-0.47307692307692306,0.0,0.0
181,2015,MK12,B,5166120.771796093,1847933.539780848,0.14089259319576786,-0.4730769230769231,0.0,0.0
182,2015,MK12,C,116973290.85278703,41841621.01000476,3.1901442128233786,-0.4730769230769231,0.0,0.0
183,2015,MK12,D,6477608.38494521,2317055.7408289653,0.17666002855451682,-0.4730769230769231,0.0,0.0
184,2015,MK12,F,60796004.0495474,21746873.511195805,1.658053894760791,-0.4730769230769232,0.0,0.0
185,2015,MK12,G,76191728.20390661,27253960.219151974,2.077932483754801,-0.47307692307692306,0.0,0.0
186,2015,MK12,H,35832122.43925679,12817234.39733206,0.9772285382364295,-0.47307692307692323,0.0,0.0
187,2015,MK12,I,22032991.900905192,7881252.977608385,0.6008929140269834,-0.4730769230769231,0.0,0.0
188,2015,MK12,J,14757086.707956169,5278644.592663173,0.4024614030801846,-0.47307692307692306,0.0,0.0
189,2015,MK12,K,7811904.478323011,2794336.588851834,0.21304950626733105,-0.4730769230769231,0.0,0.0
190,2015,MK12,L,6888161.029061457,2463911.386374464,0.18785679092769048,-0.473076923076923,0.0,0.0
191,2015,MK12,M,24359456.884230584,8713434.969032872,0.6643412341416338,-0.47307692307692306,0.0,0.0
192,2015,MK12,N,26400815.86469747,9443633.873272983,0.7200140248304692,-0.4730769230769231,0.0,0.0
193,2015,MK12,O,47031086.23153882,16823130.06193425,1.2826513340824426,-0.47307692307692306,0.0,0.0
194,2015,MK12,P,59974898.76131491,21453162.220104814,1.6356603700144443,-0.47307692307692306,0.0,0.0
195,2015,MK12,Q,149099035.25488326,53333075.27393997,4.066290868524214,-0.47307692307692306,0.0,0.0
196,2015,MK12,R,36128632.68222963,12923296.808003811,0.9853150888392772,-0.473076923076923,0.0,0.0
197,2015,MK12,T,7994372.320152452,2859605.7646498326,0.21802584509985268,-0.4730769230769231,0.0,0.0
198,2015,MK13,A,107607545.80738331,38002852.242982216,1.6674532706281127,-0.47802007615091713,0.0,0.0
199,2015,MK13,B,6031726.690134488,2130174.2034479645,0.09346577251192681,-0.4780200761509173,0.0,0.0
200,2015,MK13,C,324017420.3447965,114430508.16860726,5.020873798771685,-0.4780200761509173,0.0,0.0
201,2015,MK13,D,23722222.222222224,8377777.777777778,0.36759222352134796,-0.4780200761509173,0.0,0.0
202,2015,MK13,F,164764419.17140535,58188464.66287571,2.553138514303432,-0.47802007615091724,0.0,0.0
203,2015,MK13,G,224966061.91894573,79449372.68706562,3.486004563272312,-0.4780200761509173,0.0,0.0
204,2015,MK13,H,96141483.88843755,33953479.55591659,1.4897787190479321,-0.47802007615091724,0.0,0.0
205,2015,MK13,I,65057857.20732918,22975936.45635888,1.0081164472851916,-0.4780200761509172,0.0,0.0
206,2015,MK13,J,72804675.51223034,25711815.14577128,1.1281587493612124,-0.4780200761509172,0.0,0.0
207,2015,MK13,K,18634759.45482444,6581081.325029334,0.28875847290425954,-0.47802007615091724,0.0,0.0
208,2015,MK13,L,18692571.531726692,6601498.330174204,0.2896543109794537,-0.4780200761509173,0.0,0.0
209,2015,MK13,M,106412762.88473688,37580900.8033216,1.6489392837407666,-0.4780200761509172,0.0,0.0
210,2015,MK13,N,106528387.03854138,37621734.813611336,1.6507309598911546,-0.47802007615091735,0.0,0.0
211,2015,MK13,O,124700649.87814784,44039480.09748172,1.9323227281938609,-0.4780200761509172,0.0,0.0
212,2015,MK13,P,181992418.0882751,64272732.19604657,2.8200982607113,-0.47802007615091735,0.0,0.0
213,2015,MK13,Q,376587868.9412402,132996371.51367453,5.835489221814933,-0.4780200761509173,0.0,0.0
214,2015,MK13,R,100419577.5792039,35464337.93663688,1.5560707366123023,-0.47802007615091735,0.0,0.0
215,2015,MK13,T,15879050.45581731,5607870.746457261,0.24605685798666996,-0.4780200761509172,0.0,0.0
216,2015,MK14,A,64334640.87958068,62240565.76957624,2.1066973089132803,-0.01654411764705887,0.0,0.0
217,2015,MK14,B,3307273.3681254336,3199622.517083376,0.10829972483271948,-0.016544117647058803,0.0,0.0
218,2015,MK14,C,99934986.52658868,96682129.82228743,3.2724635484624405,-0.016544117647058793,0.0,0.0
219,2015,MK14,D,5545656.103966982,5365146.50202954,0.1815976374571456,-0.01654411764705879,0.0,0.0
220,2015,MK14,F,44409261.975418136,42963752.5440302,1.4542223507480947,-0.016544117647058897,0.0,0.0
221,2015,MK14,G,62888494.73002013,60841491.284920014,2.05934191592559,-0.01654411764705883,0.0,0.0
